station_id,timestamp_utc,status
ST_e926ced2,2026-07-13 19:00:00+00:00,LOST
ST_b2a7f0ba,2026-07-13 19:00:00+00:00,LOST
ST_e3823f2d,2026-07-13 19:00:00+00:00,LOST
ST_d202e018,2026-07-13 19:00:00+00:00,LOST
ST_3c956e87,2026-07-13 19:00:00+00:00,LOST
ST_6738592a,2026-07-13 19:00:00+00:00,LOST
ST_0073c676,2026-07-13 19:00:00+00:00,LOST
ST_44c28da7,2026-07-13 19:00:00+00:00,LOST
